Label, Parts Of Speech
accurately,adverb
throwing,noun;verb
status,noun
indicated,verb
thither,adverb;adjective
world,verb;noun
postponed,adjective;verb
expletive,adjective;noun
semantic,adjective;noun
indefinite,adjective;noun
intransitive,adjective
raised,adjective;verb
productive,Default
prepositions,Default
principally,Default
farewells,Default
replace,Default
greetings,Default
sympathy,Default
offer,Default
encouragement,Default
victory,Default
completion,Default
procedure,Default
blank,Default
imitated,Default
copied,Default
specimen,Default
maintain,Default
usages,Default
den,Default
home,Default
window,Default
box,Default
infraspecific,Default
chase,Default
impression,Default
secured,Default
taken,Default
quantic,Default
performing,Default
fitness,Default
renders,Default
desirable,Default
highly,Default
esteemed,Default
valued,Default
morality,Default
morals,Default
services,Default
amount,Default
color,Default
lightness,Default
darkness,Default
painting,Default
computed,Default
mathematical,Default
measured,Default
determined,Default
import,Default
treating,Default
contained,Default
precious,Default
metals,Default
ingredients,Default
gravel,Default
esteem,Default
valour,Default
spelled,Default
valew,Default
judge,Default
worth,Default
jewelry,Default
art,Default
determine,Default
think,Default
dear,Default
hold,Default
overt,Default
identical,Default
selfsame,Default
regards,Default
indistinguishable,Default
variety,Default
alike,Default
descriptions,Default
unity,Default
confirmation,Default
reply,Default
ditto,Default
connotation,Default
similarity,Default
indian,Default
mainly,Default
complement,Default
strong,Default
agreement,Default
follows,Default
method,Default
dividing,noun;adjective;verb
quotient,Default
divisor,noun
multiply,Default
dividend,Default
calculate,Default
reproduce,verb
hostile,adjective;noun
variance,noun
disunite,verb
discordant,adjective
fall,verb;noun
break,verb;noun
friendship,noun
partake,verb
vote,verb;noun
lobbies,verb;noun
parliament,noun
themselves,pronoun
separating,noun;adjective;verb
legislatures,noun
british,Default
ayes,noun
noes,noun
hall,noun
divisions,noun
graduate,verb;adjective;noun
florid,adjective
variations,noun
sing,verb;noun
separated,Default
pieces,verb;noun
conflicting,adjective;verb
emotions,noun
disunited,Default
lanes,Default
median,Default
road,Default
collecting,Default
congregating,Default
gathering,Default
responsory,Default
seated,Default
imam,Default
rabbi,Default
choir,Default
synagogue,Default
minister,Default
building,Default
devotional,Default
temple,Default
worship,Default
notably,Default
mosque,Default
pastor,Default
department,Default
catholic,Default
roman,Default
administration,Default
vatican,Default
corporate,Default
gather,Default
large,Default
eagles,Default
academics,Default
heads,Default
oxford,Default
staff,Default
administrative,Default
comprising,Default
colleges,Default
university,Default
leads,Default
directs,Default
spiritual,Default
christians,Default
christianity,Default
local,Default
follow,Default
beliefs,Default
denomination,Default
held,Default
political,Default
woman,Default
childbirth,Default
conduct,Default
newly,Default
couple,Default
married,Default
religiously,Default
educate,Default
categorize,Default
identify,Default
secret,Default
assignee,Default
appurtenance,Default
assignment,Default
appointment,Default
select,Default
appoint,Default
allot,Default
task,Default
categories,Default
come,Default
corresponds,Default
reformed,Default
judicatory,Default
dutch,Default
presbyterian,Default
presbytery,Default
consistory,Default
intermediate,Default
synod,Default
learns,Default
studies,Default
educational,Default
enrolled,Default
college,Default
formally,Default
legend,Default
myth,Default
fable,Default
fables,verb;noun
marvelous,Default
extraordinary,Default
incredible,Default
fictional,Default
believable,adjective
falsehoods,noun
unreliable,adjective
telling,adjective;verb
outstanding,adjective;verb
wonderful,adverb;adjective
gay,adverb;verb;adjective;noun
camp,verb;noun
effeminate,verb;adjective;noun
glamorous,adjective
acclaim,verb
accomplishment,noun
loudest,adjective
organ,verb;noun
pipe,verb;noun
greats,noun
relationships,noun
combinations,noun
generation,noun
signifying,noun;verb
scale,Default
big,Default
implies,Default
derived,Default
nouns,Default
qualifying,Default
repetitions,Default
generations,Default
involving,Default
qualified,Default
extra,Default
young,Default
pregnant,Default
intimate,Default
friend,Default
mate,Default
buddy,Default
significant,Default
important,Default
arising,Default
idealism,Default
illustrious,Default
actions,Default
commanding,Default
heroic,Default
impressive,Default
talents,Default
gifted,Default
uncommonly,Default
powers,Default
mighty,Default
noble,Default
results,Default
exceptional,Default
vast,Default
powerful,Default
remarkable,Default
accomplish,Default
endowed,Default
pursuit,Default
enthusiastic,Default
active,Default
adroit,Default
skilful,Default
fantastic,Default
excellent,Default
mild,Default
oaths,Default
intensifying,Default
satisfactory,Default
content,Default
gladness,Default
inversion,Default
sarcastic,Default
thereof,Default
surface,Default
units,Default
region,Default
geographic,Default
empty,Default
unused,Default
range,Default
pavement,Default
front,Default
open,Default
penalty,Default
genitals,Default
examination,Default
medicine,Default
ruling,Default
inside,Default
interior,Default
spatially,Default
inner,Default
ends,Default
unlocated,Default
uncountably,Default
pictures,Default
wonder,Default
prodigy,Default
miracle,Default
astrological,Default
polarity,Default
denoted,Default
difficulties,Default
hearing,Default
gesture,Default
omen,Default
disease,Default
unlike,Default
unlikely,Default
noticed,Default
patient,Default
symptom,Default
banner,Default
carried,Default
standard,Default
emblem,Default
preferable,adjective
distinctive,adjective;noun
conjunct,adjective;noun
united,adjective;verb
difference,verb;noun
variegated,adjective;verb
goal,verb;noun
end,verb;noun
transitive,adjective
receiver,noun
prepositional,adjective;noun
directed,adjective;verb
instantiation,Default
operate,verb
consists,noun;verb
aspect,verb;noun
sight,verb;noun
raise,verb;noun
disagree,verb
objection,noun
oppose,verb
criminal,adjective;noun
opposition,noun
reproach,verb;noun
adduce,verb
accusation,noun
adverse,adjective
organisations,Default
properties,Default
stored,Default
database,Default
array,Default
organised,Default
lifeform,Default
alien,Default
simultaneously,Default
though,Default
pair,Default
frustrate,Default
impugn,Default
contradict,Default
inconsistently,Default
perversely,Default
uphold,Default
argue,Default
contradictory,Default
inconsistent,Default
perverse,Default
wayward,Default
contrarily,Default
perceptible,Default
senses,Default
knowable,Default
eg,Default
science,Default
mutable,Default
witness,Default
astonishing,Default
curious,Default
kantian,Default
understanding,Default
constitution,Default
conceptual,Default
experienced,Default
reflects,Default
native,Default
spurious,Default
adulterated,Default
stative,Default
claim,Default
reasoning,Default
trust,Default
actuality,Default
believed,Default
believing,Default
convictions,Default
abstraction,Default
retained,Default
occurrences,Default
imagination,Default
recorded,Default
instances,Default
generalization,Default
manifestations,Default
supported,Default
programming,Default
semantics,Default
expecting,Default
forward,Default
looking,Default
looked,Default
occur,Default
prospect,Default
prize,Default
depends,Default
contingent,Default
chance,Default
run,Default
experiment,Default
average,Default
mean,Default
statistics,Default
colloquial,Default
arithmetic,Default
efforts,Default
leaving,Default
cure,Default
rightful,Default
ownership,Default
recognized,Default
ordinary,Default
territory,Default
sovereignty,noun
defeat,verb
overwhelm,verb;noun
embarrass,verb
virtually,adverb
figuratively,adverb
enslave,verb
dominate,verb;adjective;noun
pwn,verb;noun
illicitly,adverb
obtain,verb
access,noun
files,verb;noun
root,verb;noun
superuser,noun
confess,Default
deny,verb
acknowledge,verb
recognise,verb
blah,Default
unexceptional,Default
whatsoever,Default
absolutely,Default
holophrastic,Default
consider,Default
worthy,Default
discourteously,Default
dismissive,Default
tangible,Default
bodily,Default
corporal,Default
constantly,Default
changing,Default
favored,Default
practical,Default
logical,Default
frivolous,Default
reasons,Default
trend,Default
trends,Default
execution,Default
workmanship,Default
polite,Default
genteel,Default
breeding,Default
build,Default
construct,Default
crude,Default
improvised,Default
accommodate,Default
adapt,Default
forge,Default
disuse,Default
replaces,Default
gone,Default
disused,Default
newer,Default
neglected,Default
imperfectly,Default
developed,Default
becomes,Default
period,Default
day,Default
comparable,Default
arriving,Default
until,Default
had,Default
menstrual,Default
while,Default
dead,Default
alive,Default
deceased,Default
departed,Default
existing,Default
modifies,Default
star,Default
stars,Default
sun,Default
cooler,Default
designated,Default
deadline,Default
passed,Default
most,Default
occupancy,Default
rights,Default
keeping,Default
demon,Default
possessed,Default
affliction,Default
madness,Default
offensive,Default
opportunity,Default
handball,Default
kick,Default
disposal,Default
nominals,Default
syntactic,Default
voyage,Default
equipped,Default
expedition,Default
equipping,Default
needed,Default
dressing,Default
woven,Default
decorating,Default
cleaning,Default
fabric,Default
meal,Default
spread,Default
removed,Default
tablecloth,Default
afterwards,Default
essence,Default
complex,Default
metaphoric,Default
seeming,noun;adjective;verb
represents,verb
attire,verb;noun
profession,noun
clergy,noun
priesthood,noun
idioms,noun
apparel,verb;noun
bedclothes,noun
bed,verb;noun
laundry,noun
clothesline,verb;noun
hung,adjective;verb
enemy,verb;adjective;noun
evil,adjective;noun
forces,verb;noun
helping,noun;verb
benevolence,noun
behaviours,noun
welfare,verb;noun
possesses,verb
goodness,noun
benevolent,adjective
serviceable,adjective
promotes,verb
happiness,noun
merchandise,verb;noun
bought,verb
consumed,adjective;verb
finally,adverb
traded,Default
revealing,Default
authentic,Default
preceded,Default
passengers,Default
freight,Default
contains,Default
materials,Default
transported,Default
metal,Default
transporting,Default
holds,Default
reasonably,Default
calm,Default
types,Default
format,Default
collections,Default
interface,Default
components,Default
recognised,Default
achieves,Default
stand,Default
replacement,Default
player,Default
arises,Default
need,Default
conscript,Default
enlists,Default
x,Default
y,Default
remove,Default
serve,Default
decreases,Default
demand,Default
perceives,Default
consumer,Default
added,Default
post,Default
nominal,Default
honorific,Default
prefix,Default
veneration,Default
professional,Default
signify,Default
suffix,Default
deed,Default
certificate,Default
proving,Default
canon,Default
benefice,Default
beneficiary,Default
ordained,Default
reside,Default
film,Default
publication,Default
credit,Default
shown,Default
caption,Default
video,Default
panel,Default
bands,Default
summarizes,Default
